"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2020-2-21","42.43","41.98","42.55","40.52","53.89M","1.91%"
"2020-2-20","41.64","42.14","42.61","40.83","49.12M","0.39%"
"2020-2-19","41.48","43.23","43.87","40.52","62.73M","-0.27%"
"2020-2-18","41.59","41.34","43.30","40.25","70.85M","2.62%"
"2020-2-17","40.52","36.90","40.52","36.90","54.04M","10.00%"
"2020-2-14","36.84","36.46","37.97","36.19","40.43M","0.19%"
"2020-2-13","36.77","36.56","38.46","36.47","53.32M","0.07%"
"2020-2-12","36.75","34.20","37.39","34.13","53.19M","5.71%"
"2020-2-11","34.76","34.88","35.25","33.94","40.88M","-0.33%"
"2020-2-10","34.88","32.35","34.96","32.11","55.13M","8.65%"
"2020-2-7","32.10","32.88","32.88","31.75","39.30M","-2.43%"
"2020-2-6","32.90","30.15","33.30","30.00","66.06M","5.37%"
"2020-2-5","31.22","31.99","33.50","31.04","68.63M","0.29%"
"2020-2-4","31.13","29.98","31.39","29.20","59.88M","9.05%"
"2020-2-3","28.55","28.55","30.12","28.55","70.55M","-10.00%"
"2020-1-23","31.72","32.35","33.41","31.04","48.88M","-3.83%"
"2020-1-22","32.98","31.46","33.73","30.68","61.12M","4.85%"
"2020-1-21","31.46","31.62","31.96","31.04","38.40M","-0.81%"
"2020-1-20","31.72","29.25","31.76","29.25","77.45M","9.86%"
"2020-1-17","28.87","29.19","29.76","28.41","33.79M","-0.54%"
"2020-1-16","29.03","28.69","29.27","28.50","29.88M","0.73%"
"2020-1-15","28.82","28.78","28.92","28.07","36.84M","-1.12%"
"2020-1-14","29.14","29.18","29.76","28.78","53.50M","1.02%"
"2020-1-13","28.85","28.37","29.64","28.37","45.06M","1.84%"
"2020-1-10","28.33","27.67","28.67","27.26","60.78M","3.64%"
"2020-1-9","27.33","26.77","27.68","26.57","53.18M","2.71%"
"2020-1-8","26.61","26.74","27.47","26.39","42.04M","-1.65%"
"2020-1-7","27.06","27.31","27.56","26.47","55.89M","-0.89%"
"2020-1-6","27.30","25.51","27.73","25.50","90.11M","7.92%"
"2020-1-3","25.30","26.05","26.35","24.99","77.82M","-4.68%"
"2020-1-2","26.54","26.72","26.93","25.94","43.42M","0.58%"
"2019-12-31","26.39","26.15","26.86","25.88","43.25M","1.68%"
"2019-12-30","25.95","25.15","26.15","25.14","45.74M","1.61%"
"2019-12-27","25.54","27.38","27.48","25.50","91.31M","-6.38%"
"2019-12-26","27.28","27.35","28.08","26.89","45.62M","-0.48%"
"2019-12-25","27.41","27.51","27.57","26.53","76.09M","-3.94%"
"2019-12-24","28.54","27.70","29.19","27.10","56.03M","2.36%"
"2019-12-23","27.88","27.70","28.55","27.54","36.79M","0.00%"
"2019-12-20","27.88","29.12","29.36","27.71","46.03M","-2.38%"
"2019-12-19","28.56","28.07","28.87","28.07","37.83M","0.30%"
"2019-12-18","28.48","29.23","29.35","28.23","63.70M","-3.92%"
"2019-12-17","29.64","29.42","29.75","28.63","55.69M","0.55%"
"2019-12-16","29.48","28.30","30.17","27.88","80.37M","6.66%"
"2019-12-13","27.63","25.36","27.63","25.34","82.19M","10.01%"
"2019-12-12","25.12","24.82","25.50","24.73","38.97M","1.79%"
"2019-12-11","24.68","26.22","26.46","24.42","69.14M","-5.94%"
"2019-12-10","26.24","26.21","26.55","25.92","28.81M","-0.26%"
"2019-12-9","26.30","26.34","26.57","25.63","41.57M","0.85%"
"2019-12-6","26.08","25.45","26.25","25.15","41.49M","3.14%"
"2019-12-5","25.29","25.49","26.41","25.28","53.63M","-0.99%"
"2019-12-4","25.54","24.99","25.60","24.99","43.41M","0.68%"
"2019-12-3","25.37","23.88","25.41","23.62","63.60M","6.68%"
"2019-12-2","23.78","23.54","23.98","23.15","33.15M","0.94%"
"2019-11-29","23.56","23.59","24.33","23.35","44.22M","-0.69%"
"2019-11-28","23.72","23.84","24.90","23.41","64.77M","-0.49%"
"2019-11-27","23.84","23.52","24.92","23.09","71.08M","0.38%"
"2019-11-26","23.75","22.45","24.13","22.03","80.89M","7.91%"
"2019-11-25","22.01","22.00","22.07","20.75","43.86M","0.84%"
"2019-11-22","21.82","22.36","22.88","21.49","59.39M","-1.24%"
"2019-11-21","22.10","21.91","22.69","21.90","43.30M","-0.28%"
"2019-11-20","22.16","21.20","22.61","21.20","65.46M","4.52%"
"2019-11-19","21.20","20.65","21.38","20.00","49.96M","3.33%"
"2019-11-18","20.52","21.03","21.09","20.20","35.52M","-1.76%"
"2019-11-15","20.89","21.00","21.11","20.18","41.98M","0.74%"
"2019-11-14","20.73","20.94","21.23","20.65","40.48M","-0.13%"
"2019-11-13","20.76","20.10","21.00","19.89","49.18M","3.62%"
"2019-11-12","20.03","20.52","20.65","19.40","53.76M","-2.68%"
"2019-11-11","20.59","20.67","21.31","20.41","52.64M","0.18%"
"2019-11-8","20.55","20.60","20.98","20.37","53.02M","-0.23%"
"2019-11-7","20.60","21.15","21.25","20.35","77.07M","-2.49%"
"2019-11-6","21.12","21.68","21.81","20.78","101.48M","-0.57%"
"2019-11-5","21.24","19.55","21.24","19.55","118.88M","10.00%"
"2019-11-4","19.31","19.52","19.96","18.84","100.51M","-4.15%"
"2019-11-1","20.15","19.62","20.15","19.42","57.59M","3.77%"
"2019-10-31","19.42","20.51","20.61","19.20","88.68M","-1.23%"
"2019-10-30","19.66","19.07","19.93","19.00","80.30M","3.78%"
"2019-10-29","18.94","18.42","19.86","18.39","92.10M","2.33%"
"2019-10-28","18.51","17.84","18.72","17.73","70.91M","2.18%"
"2019-10-25","18.12","17.52","18.14","17.20","51.60M","3.86%"
"2019-10-24","17.44","17.52","17.75","17.16","30.98M","0.39%"
"2019-10-23","17.38","17.42","17.97","17.38","40.99M","-0.51%"
"2019-10-22","17.47","17.43","17.52","17.21","26.01M","0.36%"
"2019-10-21","17.40","17.28","17.62","17.04","32.39M","0.36%"
"2019-10-18","17.34","18.15","18.19","17.20","60.58M","-4.57%"
"2019-10-17","18.17","18.47","18.76","18.11","49.85M","-1.46%"
"2019-10-16","18.44","17.81","19.14","17.69","87.40M","3.09%"
"2019-10-15","17.89","17.48","17.89","17.07","65.56M","2.16%"
"2019-10-14","17.51","17.88","18.03","17.39","70.32M","-0.33%"
"2019-10-11","17.57","17.99","18.16","17.43","83.97M","-3.44%"
"2019-10-10","18.19","17.57","18.57","17.36","115.05M","5.11%"
"2019-10-9","17.31","16.57","17.31","16.48","102.73M","10.00%"
"2019-10-8","15.73","15.99","16.03","15.36","39.43M","-1.58%"
"2019-9-30","15.99","16.44","16.44","15.90","41.29M","-3.37%"
"2019-9-27","16.55","16.50","16.72","15.99","63.14M","0.70%"
"2019-9-26","16.43","16.40","16.67","15.62","90.26M","1.17%"
"2019-9-25","16.24","16.56","16.60","15.96","80.87M","-3.23%"
"2019-9-24","16.78","15.78","17.18","15.78","122.88M","1.59%"
"2019-9-23","16.52","17.96","17.99","16.52","84.85M","-10.00%"
"2019-9-20","18.35","19.36","19.36","17.78","108.05M","-4.54%"
"2019-9-19","19.23","19.25","19.64","19.01","51.18M","0.69%"
"2019-9-18","19.10","19.99","19.99","18.41","88.41M","-5.49%"
"2019-9-17","20.21","19.93","20.77","19.79","49.58M","0.79%"
"2019-9-16","20.05","20.52","20.62","19.30","94.85M","-2.78%"
"2019-9-12","20.62","23.36","23.37","20.62","55.96M","-9.99%"
"2019-9-11","22.91","22.88","23.73","22.67","37.21M","1.28%"
"2019-9-10","22.62","23.08","23.08","22.49","31.56M","-1.94%"
"2019-9-9","23.07","21.83","23.46","21.81","57.46M","7.48%"
"2019-9-6","21.46","21.44","21.83","21.17","31.66M","0.12%"
"2019-9-5","21.44","22.04","22.20","21.38","55.18M","-3.23%"
"2019-9-4","22.15","22.05","22.28","21.52","42.20M","1.01%"
"2019-9-3","21.93","21.57","22.31","21.36","68.38M","5.30%"
"2019-9-2","20.83","19.99","20.83","19.99","30.69M","10.00%"
"2019-8-30","18.93","18.65","19.27","18.41","31.50M","1.52%"
"2019-8-29","18.65","18.41","18.87","18.20","21.66M","2.16%"
"2019-8-28","18.25","18.49","18.50","17.94","27.48M","-1.87%"
"2019-8-27","18.60","18.68","18.87","18.35","33.30M","-0.39%"
"2019-8-26","18.68","17.88","18.99","17.63","41.85M","1.43%"
"2019-8-23","18.41","17.83","18.85","17.55","54.15M","4.01%"
"2019-8-22","17.70","17.62","18.10","17.62","35.76M","2.25%"
"2019-8-21","17.31","17.10","17.58","16.94","37.74M","1.95%"
"2019-8-20","16.98","17.57","17.57","16.82","75.40M","-5.56%"
"2019-8-19","17.98","17.89","18.18","17.68","58.28M","0.74%"
"2019-8-16","17.85","16.94","18.22","16.94","76.09M","7.03%"
"2019-8-15","16.68","16.25","16.71","16.19","26.82M","0.25%"
"2019-8-14","16.63","16.37","16.91","16.27","38.70M","3.94%"
"2019-8-13","16.00","15.65","16.38","15.59","25.06M","1.16%"
"2019-8-12","15.82","15.60","15.83","15.39","17.01M","1.69%"
"2019-8-9","15.56","15.63","16.10","15.37","23.97M","0.17%"
"2019-8-8","15.53","15.52","15.59","15.29","17.15M","1.27%"
"2019-8-7","15.34","15.80","15.82","15.30","18.85M","-1.82%"
"2019-8-6","15.62","15.20","15.84","14.76","39.32M","1.33%"
"2019-8-5","15.41","15.63","16.05","15.40","24.49M","-2.20%"
"2019-8-2","15.76","15.79","16.03","15.35","44.49M","-3.73%"
"2019-8-1","16.37","16.47","16.66","16.21","27.96M","-1.36%"
"2019-7-31","16.60","17.14","17.24","16.47","40.54M","-3.40%"
"2019-7-30","17.18","16.08","17.26","16.08","60.34M","7.61%"
"2019-7-29","15.97","16.18","16.23","15.69","21.91M","-0.82%"
"2019-7-26","16.10","16.19","16.25","15.90","21.63M","-0.94%"
"2019-7-25","16.25","16.41","16.45","15.67","47.79M","-0.87%"
"2019-7-24","16.39","16.52","16.71","16.23","33.43M","0.10%"
"2019-7-23","16.38","15.85","16.61","15.82","42.32M","3.91%"
"2019-7-22","15.76","16.20","16.20","15.52","30.97M","-2.85%"
"2019-7-19","16.22","16.23","16.74","16.17","28.44M","0.29%"
"2019-7-18","16.18","16.30","16.45","16.07","13.94M","-1.16%"
"2019-7-17","16.37","16.38","16.56","16.20","20.16M","0.35%"
"2019-7-16","16.31","16.55","16.60","16.12","30.34M","-2.27%"
"2019-7-15","16.69","16.58","16.77","16.10","32.65M","-0.41%"
"2019-7-12","16.76","16.45","17.06","16.20","35.95M","2.91%"
"2019-7-11","16.28","16.52","16.77","16.18","21.98M","0.16%"
"2019-7-10","16.26","16.73","16.83","16.10","29.51M","-2.59%"
"2019-7-9","16.69","16.45","16.99","16.18","35.22M","2.16%"
"2019-7-8","16.33","16.95","17.10","16.18","40.65M","-2.17%"
"2019-7-5","16.70","16.66","17.14","16.52","41.06M","1.41%"
"2019-7-4","16.47","16.90","16.94","16.32","44.19M","-1.73%"
"2019-7-3","16.76","16.91","17.12","16.62","29.46M","-1.36%"
"2019-7-2","16.99","16.74","17.46","16.67","44.30M","0.31%"
"2019-7-1","16.93","16.41","17.29","16.41","56.96M","5.68%"
"2019-6-28","16.02","16.01","16.27","15.60","37.05M","0.00%"
"2019-6-27","16.02","15.53","16.44","15.41","67.49M","4.14%"
"2019-6-26","15.39","14.24","15.60","13.99","74.21M","8.05%"
"2019-6-25","14.24","13.74","14.30","13.61","43.82M","3.84%"
"2019-6-24","13.71","14.00","14.07","13.56","26.43M","-1.99%"
"2019-6-21","13.99","14.13","14.34","13.74","43.21M","1.64%"
"2019-6-20","13.77","13.34","13.92","13.26","38.90M","3.85%"
"2019-6-19","13.26","13.48","13.81","13.26","31.89M","2.48%"
"2019-6-18","12.94","13.03","13.07","12.84","10.06M","-0.53%"
"2019-6-17","13.00","12.63","13.07","12.59","23.94M","2.02%"
"2019-6-14","12.75","13.58","13.66","12.66","34.93M","-6.09%"
"2019-6-13","13.57","13.20","13.73","13.06","30.69M","2.99%"
"2019-6-12","13.18","13.17","13.55","13.05","30.51M","0.76%"
"2019-6-11","13.08","12.60","13.20","12.53","33.01M","3.63%"
"2019-6-10","12.62","12.39","12.75","12.34","29.22M","3.49%"
"2019-6-6","12.19","12.63","12.73","11.99","26.77M","-4.49%"
"2019-6-5","12.77","13.09","13.14","12.66","17.69M","-0.45%"
"2019-6-4","12.83","12.73","13.00","12.68","15.83M","0.62%"
"2019-6-3","12.75","13.02","13.26","12.63","25.36M","-2.26%"
"2019-5-31","13.04","13.19","13.22","12.95","18.51M","-1.04%"
"2019-5-30","13.18","13.00","13.20","12.65","25.86M","0.76%"
"2019-5-29","13.08","12.98","13.25","12.93","22.46M","0.69%"
"2019-5-28","12.99","13.15","13.25","12.92","32.52M","-2.26%"
"2019-5-27","13.29","12.22","13.39","12.02","61.05M","8.65%"
"2019-5-24","12.23","12.48","12.63","11.88","44.82M","-1.69%"
"2019-5-23","12.44","13.02","13.14","12.20","44.38M","-5.44%"
"2019-5-22","13.16","13.35","13.41","13.05","22.48M","-2.53%"
"2019-5-21","13.50","13.43","13.69","13.00","35.95M","1.02%"
"2019-5-20","13.36","13.76","13.94","12.99","38.23M","-2.87%"
"2019-5-17","13.76","14.52","14.52","13.68","34.13M","-4.84%"
"2019-5-16","14.46","14.83","14.92","14.17","32.52M","0.18%"
"2019-5-15","14.43","13.94","14.62","13.93","43.04M","5.78%"
"2019-5-14","13.64","13.58","13.92","13.58","27.38M","-1.03%"
"2019-5-13","13.78","13.68","13.94","13.58","29.32M","-1.09%"
"2019-5-10","13.94","12.99","13.94","12.98","54.86M","10.01%"
"2019-5-9","12.67","12.91","13.15","12.59","26.81M","-2.63%"
"2019-5-8","13.01","13.20","13.50","12.94","32.87M","-4.37%"
"2019-5-7","13.60","12.86","13.87","12.86","43.35M","7.57%"
"2019-5-6","12.65","13.12","13.28","12.49","44.61M","-50.85%"
"2019-5-3","25.73","25.73","25.73","25.73","","0.00%"
"2019-5-1","25.73","25.73","25.73","25.73","","90.09%"
"2019-4-30","13.54","14.01","14.12","13.41","28.97M","-2.72%"
"2019-4-29","13.91","14.46","14.85","13.41","35.04M","-2.72%"
"2019-4-26","14.30","14.24","14.42","13.99","18.81M","0.70%"
"2019-4-25","14.20","14.61","14.73","14.11","23.18M","-3.57%"
"2019-4-24","14.73","14.68","14.78","14.02","29.57M","0.72%"
"2019-4-23","14.62","14.79","14.91","14.37","20.60M","-0.93%"
"2019-4-22","14.76","15.03","15.28","14.70","24.99M","-1.92%"
"2019-4-19","15.05","15.06","15.25","14.64","27.29M","0.10%"
"2019-4-18","15.04","15.27","15.39","14.97","31.45M","-3.12%"
"2019-4-17","15.52","14.68","15.63","14.62","66.15M","7.59%"
"2019-4-16","14.42","14.14","14.55","13.99","39.52M","3.12%"
"2019-4-15","13.99","14.86","14.94","13.97","45.71M","-4.08%"
"2019-4-12","14.58","14.86","14.97","14.46","36.07M","-2.70%"
"2019-4-11","14.99","15.77","15.89","14.84","53.99M","-2.23%"
"2019-4-10","15.33","14.60","15.33","14.28","89.07M","10.00%"
"2019-4-9","13.94","13.93","14.32","13.73","40.93M","0.72%"
"2019-4-8","13.84","15.05","15.15","13.59","76.72M","-6.44%"
"2019-4-4","14.79","14.84","15.28","14.68","44.80M","-0.81%"
"2019-4-3","14.91","14.79","15.30","14.63","48.71M","-0.77%"
"2019-4-2","15.02","14.73","15.34","14.42","88.85M","6.49%"
"2019-4-1","14.11","13.26","14.11","13.26","80.54M","10.01%"
"2019-3-29","12.83","11.91","12.89","11.91","60.93M","8.55%"
"2019-3-28","11.82","12.01","12.07","11.58","30.67M","-1.62%"
"2019-3-27","12.01","11.92","12.24","11.78","33.88M","1.11%"
"2019-3-26","11.88","12.41","12.49","11.56","68.84M","-4.32%"
"2019-3-25","12.42","12.52","12.78","12.28","41.03M","-2.88%"
"2019-3-22","12.78","12.80","12.85","12.42","32.10M","0.41%"
"2019-3-21","12.73","12.52","12.99","12.37","50.50M","2.41%"
"2019-3-20","12.43","12.58","12.75","12.13","40.62M","-1.54%"
"2019-3-19","12.63","12.80","12.86","12.56","33.87M","-2.32%"
"2019-3-18","12.93","12.42","12.95","11.99","63.07M","0.41%"
"2019-3-15","12.87","13.10","13.23","12.63","48.15M","-0.85%"
"2019-3-14","12.98","13.64","14.50","12.63","80.83M","-5.26%"
"2019-3-13","13.70","13.15","14.31","13.08","69.89M","2.36%"
"2019-3-12","13.39","13.40","13.47","12.97","70.22M","1.80%"
"2019-3-11","13.15","12.10","13.15","12.10","72.16M","9.65%"
"2019-3-8","11.99","11.89","12.62","11.58","57.94M","-2.06%"
"2019-3-7","12.25","11.95","12.94","11.95","71.12M","4.02%"
"2019-3-6","11.77","11.68","11.91","11.52","45.21M","0.04%"
"2019-3-5","11.77","11.52","11.97","11.47","45.28M","1.50%"
"2019-3-4","11.59","11.72","11.94","11.37","65.17M","-0.72%"
"2019-3-1","11.68","10.70","11.68","10.53","73.78M","8.93%"
"2019-2-28","10.72","10.56","10.89","10.42","37.95M","2.77%"
"2019-2-27","10.43","10.84","11.15","10.24","48.15M","-3.74%"
"2019-2-26","10.84","10.63","11.39","10.57","68.50M","2.03%"
"2019-2-25","10.62","10.10","10.70","10.10","70.90M","7.11%"
"2019-2-22","9.92","9.82","9.97","9.80","31.03M","0.21%"
"2019-2-21","9.90","9.89","10.17","9.71","42.30M","0.32%"
"2019-2-20","9.86","9.91","10.14","9.78","30.66M","0.48%"
"2019-2-19","9.82","10.17","10.20","9.69","36.75M","-1.84%"
"2019-2-18","10.00","9.56","10.03","9.55","34.95M","2.87%"
"2019-2-15","9.72","9.98","9.98","9.68","38.25M","-3.45%"
"2019-2-14","10.07","9.84","10.31","9.74","43.71M","1.92%"
"2019-2-13","9.88","9.94","10.02","9.78","34.86M","-0.58%"
"2019-2-12","9.94","9.93","10.08","9.78","28.04M","0.00%"
"2019-2-11","9.94","9.64","10.02","9.59","42.76M","3.56%"
"2019-2-1","9.60","9.21","9.72","9.20","41.51M","5.49%"
"2019-1-31","9.10","9.26","9.46","8.95","31.35M","-0.75%"
"2019-1-30","9.16","9.25","9.44","9.16","22.53M","-1.64%"
"2019-1-29","9.32","9.39","9.51","9.16","36.21M","0.23%"
"2019-1-28","9.30","9.35","9.65","9.29","38.30M","-0.56%"
"2019-1-25","9.35","8.88","9.67","8.86","70.23M","5.09%"
"2019-1-24","8.90","8.60","9.09","8.53","55.90M","3.11%"
"2019-1-23","8.63","8.59","8.73","8.42","27.98M","0.92%"
"2019-1-22","8.55","8.47","8.84","8.42","34.30M","0.06%"
"2019-1-21","8.54","8.43","8.55","8.35","22.89M","1.56%"
"2019-1-18","8.41","8.26","8.45","8.22","26.03M","2.90%"
"2019-1-17","8.18","8.48","8.56","8.13","26.46M","-3.60%"
"2019-1-16","8.48","8.66","8.67","8.44","22.02M","-2.13%"
"2019-1-15","8.66","8.48","8.72","8.48","24.52M","1.42%"
"2019-1-14","8.54","8.45","8.67","8.45","16.97M","-0.25%"
"2019-1-11","8.56","8.54","8.61","8.43","24.00M","-0.31%"
"2019-1-10","8.59","8.70","8.77","8.49","36.45M","-1.15%"
"2019-1-9","8.69","9.00","9.00","8.53","84.39M","-5.87%"
"2019-1-8","9.23","8.42","9.35","8.37","86.63M","8.60%"
"2019-1-7","8.50","8.39","8.51","8.11","43.63M","1.51%"
"2019-1-4","8.38","8.32","8.54","8.11","41.40M","-0.81%"
"2019-1-3","8.44","8.36","8.64","8.36","35.35M","0.88%"
"2019-1-2","8.37","8.33","8.53","8.24","30.37M","1.21%"
"2018-12-28","8.27","8.15","8.45","8.10","29.88M","2.54%"
"2018-12-27","8.06","8.15","8.24","8.00","33.35M","1.66%"
"2018-12-26","7.93","8.21","8.29","7.93","27.47M","-3.95%"
"2018-12-25","8.26","8.31","8.41","7.94","42.50M","-2.61%"
"2018-12-24","8.48","8.31","8.55","8.19","31.03M","1.26%"
"2018-12-21","8.38","8.29","8.46","8.20","27.85M","0.13%"
"2018-12-20","8.36","8.15","8.56","8.15","43.91M","2.32%"
"2018-12-19","8.18","8.47","8.47","8.10","31.38M","-2.33%"
"2018-12-18","8.37","8.18","8.46","8.18","37.04M","1.27%"
"2018-12-17","8.26","8.65","8.69","7.99","50.66M","-4.44%"
"2018-12-14","8.65","8.58","8.99","8.51","47.49M","0.00%"
"2018-12-13","8.65","8.70","8.77","8.56","42.48M","-0.96%"
"2018-12-12","8.73","8.28","8.74","8.24","61.82M","6.41%"
"2018-12-11","8.21","8.33","8.40","8.09","34.04M","-1.27%"
"2018-12-10","8.31","8.14","8.48","8.09","41.46M","2.00%"
"2018-12-7","8.15","8.35","8.42","8.09","44.09M","-2.46%"
"2018-12-6","8.35","8.21","8.54","8.16","50.80M","0.06%"
"2018-12-5","8.35","7.76","8.50","7.69","61.40M","5.38%"
"2018-12-4","7.92","7.83","8.09","7.81","41.42M","0.74%"
"2018-12-3","7.86","8.03","8.12","7.79","52.74M","2.68%"
"2018-11-30","7.66","7.58","7.86","7.50","58.06M","2.54%"
"2018-11-29","7.47","7.54","7.86","7.47","69.27M","0.14%"
"2018-11-28","7.46","7.29","7.58","7.21","72.86M","2.38%"
"2018-11-27","7.29","6.83","7.29","6.83","74.94M","9.92%"
"2018-11-26","6.63","6.60","6.72","6.48","13.80M","0.48%"
"2018-11-23","6.60","6.98","7.02","6.55","22.90M","-5.50%"
"2018-11-22","6.98","7.11","7.14","6.93","15.91M","-1.12%"
"2018-11-21","7.06","6.84","7.11","6.80","21.12M","1.36%"
"2018-11-20","6.97","7.20","7.42","6.94","36.62M","-3.78%"
"2018-11-19","7.24","7.05","7.25","6.98","26.10M","2.46%"
"2018-11-16","7.07","6.95","7.26","6.95","33.98M","1.51%"
"2018-11-15","6.96","6.84","6.97","6.82","17.32M","1.77%"
"2018-11-14","6.84","6.89","6.94","6.80","16.48M","-0.76%"
"2018-11-13","6.89","6.78","6.98","6.76","29.16M","0.38%"
"2018-11-12","6.87","6.60","6.88","6.59","24.40M","3.57%"
"2018-11-9","6.63","6.61","6.73","6.57","13.13M","0.72%"
"2018-11-8","6.58","6.82","6.90","6.55","19.74M","-2.72%"
"2018-11-7","6.77","6.79","6.98","6.73","29.98M","0.86%"
"2018-11-6","6.71","6.73","6.74","6.61","21.47M","-1.54%"
"2018-11-5","6.81","6.58","6.93","6.57","44.48M","2.53%"
"2018-11-2","6.64","6.58","6.70","6.43","36.51M","4.04%"
"2018-11-1","6.39","6.40","6.52","6.32","23.64M","0.25%"
"2018-10-31","6.37","6.37","6.48","6.31","23.57M","0.41%"
"2018-10-30","6.34","6.13","6.38","6.11","23.88M","3.97%"
"2018-10-29","6.10","6.16","6.24","6.09","11.32M","-1.53%"
"2018-10-26","6.20","6.30","6.37","6.15","16.73M","-1.09%"
"2018-10-25","6.27","6.21","6.31","6.06","24.44M","-2.38%"
"2018-10-24","6.42","6.31","6.51","6.28","25.43M","2.43%"
"2018-10-23","6.27","6.42","6.48","6.22","21.31M","-3.09%"
"2018-10-22","6.47","6.19","6.61","6.19","32.62M","5.40%"
"2018-10-19","6.13","5.94","6.19","5.85","24.36M","2.10%"
"2018-10-18","6.01","6.06","6.15","5.89","16.20M","-1.81%"
"2018-10-17","6.12","6.26","6.26","5.81","25.67M","2.02%"
"2018-10-16","6.00","6.29","6.30","5.90","19.31M","-2.73%"
"2018-10-15","6.17","6.21","6.48","6.15","25.11M","-0.68%"
"2018-10-12","6.21","6.06","6.28","5.66","32.75M","2.88%"
"2018-10-11","6.03","6.37","6.52","6.03","40.92M","-9.97%"
"2018-10-10","6.70","6.80","6.85","6.57","28.74M","-1.55%"
"2018-10-9","6.81","7.17","7.25","6.60","45.89M","-4.85%"
"2018-10-8","7.15","7.39","7.46","7.04","30.44M","-4.23%"
"2018-9-28","7.47","7.48","7.58","7.41","19.27M","0.35%"
"2018-9-27","7.44","7.70","7.76","7.39","26.69M","-3.28%"
"2018-9-26","7.70","7.74","7.79","7.62","18.81M","-0.07%"
"2018-9-25","7.70","7.72","7.85","7.64","20.65M","-1.61%"
"2018-9-21","7.83","7.58","7.97","7.52","35.78M","3.48%"
"2018-9-20","7.56","7.47","7.82","7.47","29.46M","1.20%"
"2018-9-19","7.48","7.54","7.71","7.43","34.57M","-1.59%"
"2018-9-18","7.60","7.39","7.60","7.27","33.27M","2.27%"
"2018-9-17","7.43","7.48","7.57","7.30","24.13M","0.28%"
"2018-9-14","7.41","7.53","7.82","7.40","50.89M","0.14%"
"2018-9-13","7.40","7.30","7.41","7.16","55.59M","2.63%"
"2018-9-12","7.21","6.56","7.25","6.54","54.93M","9.25%"
"2018-9-11","6.60","6.52","6.74","6.52","20.66M","2.79%"
"2018-9-10","6.42","7.01","7.05","6.31","31.29M","-8.48%"
"2018-9-7","7.01","7.00","7.11","6.97","9.80M","0.23%"
"2018-9-6","7.00","7.00","7.10","6.97","10.65M","-0.45%"
"2018-9-5","7.03","7.18","7.21","7.02","9.84M","-2.48%"
"2018-9-4","7.21","7.15","7.27","7.11","10.44M","0.37%"
"2018-9-3","7.18","7.05","7.22","6.95","12.58M","2.02%"
"2018-8-31","7.04","7.10","7.18","7.04","10.11M","-1.18%"
"2018-8-30","7.12","7.23","7.37","7.10","14.12M","-2.31%"
"2018-8-29","7.29","7.37","7.42","7.26","10.58M","-1.35%"
"2018-8-28","7.39","7.18","7.44","7.18","29.40M","3.08%"
"2018-8-27","7.17","7.08","7.25","7.08","15.55M","1.56%"
"2018-8-24","7.06","7.17","7.17","7.00","14.48M","-2.12%"
"2018-8-23","7.21","7.05","7.34","6.93","25.33M","3.01%"
"2018-8-22","7.00","7.25","7.25","6.92","16.85M","-3.62%"
"2018-8-21","7.27","7.26","7.33","7.15","14.14M","-0.22%"
"2018-8-20","7.28","7.22","7.30","7.06","16.40M","0.87%"
"2018-8-17","7.22","7.37","7.45","7.15","15.43M","-1.58%"
"2018-8-16","7.33","7.55","7.55","7.32","22.47M","-3.66%"
"2018-8-15","7.61","7.91","7.93","7.59","20.38M","-3.15%"
"2018-8-14","7.86","7.94","8.01","7.81","13.31M","-1.78%"
"2018-8-13","8.00","8.00","8.01","7.68","27.59M","-0.78%"
"2018-8-10","8.06","8.10","8.19","7.95","13.24M","-0.13%"
"2018-8-9","8.08","7.96","8.15","7.93","16.18M","1.59%"
"2018-8-8","7.95","8.08","8.14","7.92","14.38M","-2.70%"
"2018-8-7","8.17","8.06","8.19","7.90","17.96M","1.44%"
"2018-8-6","8.05","8.08","8.33","7.99","22.47M","-1.03%"
"2018-8-3","8.14","8.50","8.52","8.11","55.69M","4.46%"
"2018-8-2","7.79","7.92","7.96","7.39","27.45M","-1.13%"
"2018-8-1","7.88","7.95","8.11","7.85","28.30M","0.33%"
"2018-7-31","7.85","8.63","8.65","7.71","47.80M","-8.35%"
"2018-7-30","8.57","8.63","8.75","8.56","10.84M","-0.85%"
"2018-7-27","8.64","8.64","8.72","8.60","9.12M","-0.06%"
"2018-7-26","8.65","8.77","8.86","8.61","14.33M","-1.85%"
"2018-7-25","8.81","8.92","9.04","8.79","18.22M","-1.30%"
"2018-7-24","8.93","8.87","8.94","8.80","21.26M","0.89%"
"2018-7-23","8.85","8.70","8.86","8.67","15.67M","1.75%"
"2018-7-20","8.70","8.64","8.74","8.62","12.33M","0.61%"
"2018-7-19","8.64","8.63","8.75","8.58","10.89M","-0.48%"
"2018-7-18","8.69","8.94","8.94","8.69","16.09M","-2.37%"
"2018-7-17","8.90","8.76","8.93","8.63","18.61M","1.50%"
"2018-7-16","8.76","8.89","8.91","8.71","14.24M","-1.36%"
"2018-7-13","8.89","8.94","9.01","8.85","18.16M","-0.65%"
"2018-7-12","8.94","8.67","8.99","8.65","28.80M","2.16%"
"2018-7-11","8.75","8.58","8.86","8.45","23.38M","0.36%"
