"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018-7-10","8.72","8.73","8.81","8.62","14.76M","0.18%"
"2018-7-9","8.71","8.63","8.73","8.58","15.60M","1.66%"
"2018-7-6","8.56","8.49","8.76","8.40","21.57M","1.06%"
"2018-7-5","8.48","8.62","8.76","8.48","18.96M","-0.98%"
"2018-7-4","8.56","8.71","8.79","8.48","14.24M","-2.63%"
"2018-7-3","8.79","8.87","8.93","8.43","29.16M","-1.07%"
"2018-7-2","8.89","9.06","9.10","8.79","38.82M","-4.03%"
"2018-6-29","9.26","8.90","9.31","8.78","32.01M","4.20%"
"2018-6-28","8.89","8.95","9.14","8.84","17.30M","-1.23%"
"2018-6-27","9.00","9.07","9.19","8.91","16.10M","-0.52%"
"2018-6-26","9.04","8.76","9.13","8.71","19.29M","1.36%"
"2018-6-25","8.92","9.13","9.20","8.90","22.82M","-1.40%"
"2018-6-22","9.05","8.47","9.18","8.38","31.53M","5.52%"
"2018-6-21","8.58","8.97","9.06","8.52","19.74M","-4.40%"
"2018-6-20","8.97","8.72","9.10","8.63","26.30M","3.02%"
"2018-6-19","8.71","8.79","9.23","8.42","30.77M","-5.86%"
"2018-6-15","9.25","9.60","9.60","9.21","20.91M","-3.03%"
"2018-6-14","9.54","9.50","9.66","9.31","19.15M","0.50%"
"2018-6-13","9.49","9.54","9.74","9.43","23.22M","-0.39%"
"2018-6-12","9.53","9.70","9.70","9.23","21.64M","-0.44%"
"2018-6-11","9.57","9.39","9.71","9.27","33.69M","1.79%"
"2018-6-8","9.40","9.39","9.45","9.07","24.24M","0.34%"
"2018-6-7","9.37","9.43","9.66","9.36","27.01M","0.00%"
"2018-6-6","9.37","9.30","9.46","9.17","26.78M","0.62%"
"2018-6-5","9.31","8.77","9.34","8.75","37.50M","6.43%"
"2018-6-4","8.75","9.05","9.05","8.53","35.86M","-2.29%"
"2018-6-1","8.95","9.30","9.31","8.94","27.84M","-3.84%"
"2018-5-31","9.31","9.41","9.46","9.19","21.09M","0.80%"
"2018-5-30","9.24","9.47","9.61","9.15","35.76M","-4.72%"
"2018-5-29","9.70","9.73","9.92","9.54","31.99M","0.00%"
"2018-5-28","9.70","9.59","9.76","9.47","32.28M","2.50%"
"2018-5-25","9.46","9.79","9.87","9.42","37.48M","-3.33%"
"2018-5-24","9.78","9.83","9.96","9.75","32.01M","0.11%"
"2018-5-23","9.77","10.20","10.22","9.77","35.70M","-4.62%"
"2018-5-22","10.25","10.39","10.39","10.07","24.47M","-1.22%"
"2018-5-21","10.37","10.47","10.51","10.21","31.41M","0.46%"
"2018-5-18","10.33","10.15","10.40","10.11","38.74M","2.24%"
"2018-5-17","10.10","10.29","10.38","10.00","33.81M","-0.67%"
"2018-5-16","10.17","10.24","10.58","10.14","53.66M","-0.87%"
"2018-5-15","10.26","10.40","10.44","10.06","51.45M","-48.06%"
"2018-5-14","19.75","19.69","20.28","19.53","39.71M","0.30%"
"2018-5-11","19.69","18.79","20.53","18.75","53.47M","5.01%"
"2018-5-10","18.75","18.20","18.98","18.12","29.59M","3.31%"
"2018-5-9","18.15","18.10","18.29","17.92","15.36M","0.28%"
"2018-5-8","18.10","17.82","18.35","17.79","25.43M","0.56%"
"2018-5-7","18.00","16.92","18.15","16.90","31.25M","6.38%"
"2018-5-4","16.92","16.62","17.05","16.62","10.13M","1.32%"
"2018-5-3","16.70","16.50","16.78","16.15","8.54M","1.52%"
"2018-5-2","16.45","16.46","16.68","16.40","4.87M","0.55%"
"2018-4-27","16.36","16.53","16.69","16.35","5.30M","-0.18%"
"2018-4-26","16.39","16.95","16.98","16.38","8.55M","-2.96%"
"2018-4-25","16.89","17.00","17.15","16.81","8.26M","-1.17%"
"2018-4-24","17.09","16.66","17.10","16.61","9.68M","2.34%"
"2018-4-23","16.70","16.70","16.98","16.31","9.02M","-0.54%"
"2018-4-20","16.79","17.00","17.22","16.75","10.16M","-0.94%"
"2018-4-19","16.95","17.03","17.26","16.88","8.64M","-0.82%"
"2018-4-18","17.09","16.66","17.18","16.53","13.00M","3.64%"
"2018-4-17","16.49","17.27","17.38","16.49","11.72M","-4.18%"
"2018-4-16","17.21","17.37","17.53","17.08","9.07M","-0.92%"
"2018-4-13","17.37","17.47","17.65","17.21","9.20M","0.40%"
"2018-4-12","17.30","17.58","17.65","17.29","9.84M","-2.09%"
"2018-4-11","17.67","17.40","17.88","17.31","19.42M","2.32%"
"2018-4-10","17.27","17.12","17.33","16.98","10.88M","1.53%"
"2018-4-9","17.01","16.94","17.23","16.81","11.31M","-0.41%"
"2018-4-4","17.08","17.56","17.68","17.05","13.45M","-1.90%"
"2018-4-3","17.41","17.45","17.53","17.10","13.90M","-2.30%"
"2018-4-2","17.82","18.19","18.29","17.73","17.65M","-0.56%"
"2018-3-30","17.92","17.72","18.00","17.55","14.96M","2.22%"
"2018-3-29","17.53","17.45","17.79","17.36","10.19M","1.04%"
"2018-3-28","17.35","17.20","17.56","17.12","14.06M","-1.20%"
"2018-3-27","17.56","16.99","17.73","16.88","22.06M","5.28%"
"2018-3-26","16.68","15.91","16.70","15.73","17.55M","3.60%"
"2018-3-23","16.10","16.93","17.38","15.91","27.13M","-8.83%"
"2018-3-22","17.66","17.84","18.09","17.61","12.70M","-1.06%"
"2018-3-21","17.85","18.45","18.64","17.80","14.78M","-2.88%"
"2018-3-20","18.38","18.53","18.77","18.16","15.83M","-1.71%"
"2018-3-19","18.70","18.55","18.94","18.38","11.42M","0.54%"
"2018-3-16","18.60","19.10","19.26","18.60","15.63M","-2.62%"
"2018-3-15","19.10","18.80","19.10","18.50","20.69M","1.43%"
"2018-3-14","18.83","18.87","19.45","18.81","25.70M","-0.84%"
"2018-3-13","18.99","19.15","19.36","18.90","25.77M","-1.50%"
"2018-3-12","19.28","18.55","19.56","18.55","45.22M","4.56%"
"2018-3-9","18.44","17.70","18.46","17.65","27.31M","4.18%"
"2018-3-8","17.70","18.10","18.24","17.55","14.54M","-1.39%"
"2018-3-7","17.95","18.23","18.33","17.90","14.65M","-1.48%"
"2018-3-6","18.22","17.95","18.45","17.94","23.48M","1.73%"
"2018-3-5","17.91","17.72","17.96","17.50","15.62M","0.79%"
"2018-3-2","17.77","17.78","18.65","17.72","29.32M","-1.22%"
"2018-3-1","17.99","17.69","18.07","17.58","21.72M","0.95%"
"2018-2-28","17.82","17.28","18.09","17.17","28.21M","2.95%"
"2018-2-27","17.31","17.45","17.77","17.29","17.26M","-2.31%"
"2018-2-26","17.72","17.57","17.88","17.22","23.82M","1.72%"
"2018-2-23","17.42","17.04","17.43","16.78","19.14M","1.22%"
"2018-2-22","17.21","17.08","17.76","17.05","21.25M","1.77%"
"2018-2-14","16.91","16.65","17.21","16.46","15.63M","-0.29%"
"2018-2-13","16.96","17.40","17.56","16.88","26.18M","-1.80%"
"2018-2-12","17.27","15.81","17.27","15.81","29.94M","10.00%"
"2018-2-9","15.70","15.32","16.20","15.07","22.35M","1.29%"
"2018-2-8","15.50","15.17","15.59","15.00","11.64M","2.92%"
"2018-2-7","15.06","15.27","15.38","14.32","13.97M","1.69%"
"2018-2-6","14.81","16.03","16.05","14.80","17.53M","-9.20%"
"2018-2-5","16.31","16.30","16.50","16.19","7.19M","-1.51%"
"2018-2-2","16.56","16.70","16.84","15.90","10.03M","-1.02%"
"2018-2-1","16.73","17.70","17.90","16.62","14.17M","-4.89%"
"2018-1-31","17.59","18.22","18.23","17.50","14.48M","-3.62%"
"2018-1-30","18.25","18.00","18.55","17.95","13.95M","1.11%"
"2018-1-29","18.05","17.91","18.22","17.88","8.23M","0.28%"
"2018-1-26","18.00","18.25","18.54","17.90","13.07M","-2.01%"
"2018-1-25","18.37","18.37","18.85","18.30","17.36M","-0.33%"
"2018-1-24","18.43","18.15","18.47","17.84","15.71M","1.49%"
"2018-1-23","18.16","18.15","18.33","18.05","9.50M","0.06%"
"2018-1-22","18.15","17.78","18.28","17.52","13.63M","2.08%"
"2018-1-19","17.78","17.75","17.99","17.59","9.13M","0.17%"
"2018-1-18","17.75","17.68","17.98","17.53","9.49M","0.11%"
"2018-1-17","17.73","17.96","17.96","17.00","17.01M","-1.23%"
"2018-1-16","17.95","17.90","18.17","17.76","14.32M","0.67%"
"2018-1-15","17.83","19.30","19.35","17.56","32.17M","-8.19%"
"2018-1-12","19.42","19.75","19.82","19.38","11.96M","-2.07%"
"2018-1-11","19.83","19.41","19.83","19.26","17.10M","2.11%"
"2018-1-10","19.42","19.65","19.67","19.22","12.07M","-1.12%"
"2018-1-9","19.64","19.90","20.04","19.60","14.00M","-1.01%"
"2018-1-8","19.84","19.60","19.85","19.23","18.62M","2.16%"
"2018-1-5","19.42","19.64","19.81","19.35","14.04M","-1.22%"
"2018-1-4","19.66","19.73","20.14","19.51","18.96M","-1.16%"
"2018-1-3","19.89","19.58","20.29","19.58","26.84M","1.02%"
"2018-1-2","19.69","19.81","19.94","19.44","15.33M","0.41%"
"2017-12-29","19.61","19.72","19.72","19.32","15.75M","0.05%"
"2017-12-28","19.60","19.35","19.79","19.17","32.04M","0.98%"
"2017-12-27","19.41","18.40","19.45","18.40","34.68M","5.60%"
"2017-12-26","18.38","18.20","18.46","18.14","7.67M","0.77%"
"2017-12-25","18.24","18.76","18.82","18.05","11.35M","-2.20%"
"2017-12-22","18.65","18.70","18.95","18.52","12.33M","0.70%"
"2017-12-21","18.52","18.62","18.81","18.26","12.54M","-0.96%"
"2017-12-20","18.70","19.01","19.32","18.63","11.83M","-1.42%"
"2017-12-19","18.97","18.77","19.26","18.72","11.05M","-0.89%"
"2017-12-18","19.14","18.59","19.60","18.50","15.47M","2.35%"
"2017-12-15","18.70","19.10","19.17","18.66","10.57M","-2.35%"
"2017-12-14","19.15","19.38","19.39","18.96","10.94M","-0.73%"
"2017-12-13","19.29","19.06","19.34","18.71","14.95M","1.10%"
"2017-12-12","19.08","18.76","19.48","18.62","27.46M","2.31%"
"2017-12-11","18.65","18.56","18.80","18.39","11.21M","1.47%"
"2017-12-8","18.38","18.23","18.54","18.08","13.21M","1.49%"
"2017-12-7","18.11","18.45","18.49","18.10","9.13M","-2.11%"
"2017-12-6","18.50","18.19","18.52","17.86","14.43M","1.87%"
"2017-12-5","18.16","19.07","19.21","18.01","20.43M","-5.52%"
"2017-12-4","19.22","19.46","19.69","19.21","10.69M","-1.44%"
"2017-12-1","19.50","19.43","19.65","19.34","10.99M","0.15%"
"2017-11-30","19.47","19.39","19.76","19.30","15.48M","0.57%"
"2017-11-29","19.36","19.17","19.52","18.83","14.35M","0.89%"
"2017-11-28","19.19","18.96","19.19","18.56","13.45M","1.21%"
"2017-11-27","18.96","19.79","19.83","18.82","17.90M","-3.81%"
"2017-11-24","19.71","19.41","19.98","19.40","15.01M","1.08%"
"2017-11-23","19.50","19.89","20.24","19.43","18.60M","-2.35%"
"2017-11-22","19.97","19.80","20.36","19.42","21.96M","1.37%"
"2017-11-21","19.70","19.83","19.95","19.30","17.38M","-0.45%"
"2017-11-20","19.79","19.00","19.80","18.71","20.84M","4.71%"
"2017-11-17","18.90","19.86","20.24","18.80","25.10M","-4.50%"
"2017-11-16","19.79","20.13","20.29","19.75","20.47M","-1.64%"
"2017-11-15","20.12","21.62","21.62","19.80","37.86M","-7.66%"
"2017-11-14","21.79","21.98","22.28","21.79","24.03M","-1.27%"
"2017-11-13","22.07","22.00","22.19","21.66","23.86M","0.73%"
"2017-11-10","21.91","21.89","22.33","21.70","25.89M","0.60%"
"2017-11-9","21.78","22.04","22.15","21.35","23.15M","0.00%"
"2017-11-8","21.78","20.78","22.45","20.66","45.83M","5.17%"
"2017-11-7","20.71","20.34","20.76","20.31","16.17M","1.17%"
"2017-11-6","20.47","20.72","20.72","20.01","21.78M","-0.58%"
"2017-11-3","20.59","21.50","21.50","20.47","26.83M","-4.59%"
"2017-11-2","21.58","22.41","22.44","21.41","23.35M","-3.32%"
"2017-11-1","22.32","22.32","22.62","22.20","12.41M","-0.36%"
"2017-10-31","22.40","22.00","22.60","21.81","15.74M","1.82%"
"2017-10-30","22.00","22.89","22.89","21.70","16.81M","-2.83%"
"2017-10-27","22.64","22.97","23.21","22.61","17.16M","-1.48%"
"2017-10-26","22.98","23.19","23.26","22.43","23.71M","-0.52%"
"2017-10-25","23.10","23.30","23.37","22.82","15.74M","-1.58%"
"2017-10-24","23.47","23.33","23.74","23.10","13.66M","0.30%"
"2017-10-23","23.40","23.48","23.51","23.23","10.39M","-0.64%"
"2017-10-20","23.55","22.81","23.67","22.81","19.42M","2.61%"
"2017-10-19","22.95","22.94","23.46","22.82","18.84M","0.26%"
"2017-10-18","22.89","24.00","24.10","22.56","26.89M","-3.94%"
"2017-10-17","23.83","24.70","24.89","23.81","21.16M","-3.33%"
"2017-10-16","24.65","25.21","25.52","24.65","24.94M","-3.14%"
"2017-10-13","25.45","25.25","25.81","25.23","18.91M","0.87%"
"2017-10-12","25.23","25.60","25.61","25.12","16.67M","-1.83%"
"2017-10-11","25.70","25.75","26.01","24.95","30.13M","0.16%"
"2017-10-10","25.66","26.10","26.18","25.40","21.64M","-1.65%"
"2017-10-9","26.09","25.74","26.10","25.18","25.80M","3.20%"
"2017-9-29","25.28","25.85","26.17","24.91","27.29M","-1.67%"
"2017-9-28","25.71","26.00","26.34","25.68","23.51M","-1.76%"
"2017-9-27","26.17","25.29","26.25","25.10","40.35M","4.30%"
"2017-9-26","25.09","24.68","25.29","24.61","18.56M","1.58%"
"2017-9-25","24.70","25.24","25.37","24.59","23.69M","-1.59%"
"2017-9-22","25.10","25.32","25.64","25.08","20.88M","-1.18%"
"2017-9-21","25.40","26.30","26.45","25.34","32.37M","-3.35%"
"2017-9-20","26.28","25.67","26.34","25.59","29.22M","2.02%"
"2017-9-19","25.76","26.15","26.44","25.47","30.17M","-2.09%"
"2017-9-18","26.31","26.27","26.47","25.69","28.76M","0.04%"
"2017-9-15","26.30","26.08","26.77","25.90","37.31M","0.77%"
"2017-9-14","26.10","27.00","27.00","26.00","48.04M","-3.87%"
"2017-9-13","27.15","26.75","27.40","26.39","62.73M","0.48%"
"2017-9-12","27.02","27.82","29.97","26.71","133.63M","-4.01%"
"2017-9-11","28.15","26.39","28.56","26.31","116.63M","7.98%"
"2017-9-8","26.07","26.18","26.70","25.35","80.39M","0.19%"
"2017-9-7","26.02","26.45","27.38","25.99","137.57M","-1.25%"
"2017-9-6","26.35","23.72","26.35","23.72","150.96M","10.02%"
"2017-9-5","23.95","22.85","24.40","22.69","70.39M","4.04%"
"2017-9-4","23.02","22.99","23.55","22.80","37.24M","-0.17%"
"2017-9-1","23.06","22.64","23.16","22.34","45.64M","1.86%"
"2017-8-31","22.64","22.43","22.85","22.32","34.29M","1.39%"
"2017-8-30","22.33","22.01","22.55","22.01","24.21M","1.55%"
"2017-8-29","21.99","22.30","22.54","21.96","27.95M","-1.92%"
"2017-8-28","22.42","22.20","22.80","22.04","34.03M","1.72%"
"2017-8-25","22.04","21.75","22.29","21.60","26.05M","1.57%"
"2017-8-24","21.70","22.13","22.28","21.51","28.65M","-1.59%"
"2017-8-23","22.05","23.06","23.09","22.02","59.50M","-5.69%"
"2017-8-22","23.38","23.54","23.87","23.04","48.71M","0.52%"
"2017-8-21","23.26","23.23","23.40","22.89","28.68M","0.13%"
"2017-8-18","23.23","23.67","23.73","22.96","37.52M","-2.88%"
"2017-8-17","23.92","23.81","24.26","23.35","47.68M","0.42%"
"2017-8-16","23.82","24.02","24.09","23.22","37.55M","-1.61%"
"2017-8-15","24.21","23.83","24.38","23.61","54.94M","1.72%"
"2017-8-14","23.80","22.77","23.87","22.58","55.77M","5.87%"
"2017-8-11","22.48","23.22","23.67","22.32","46.32M","-4.34%"
"2017-8-10","23.50","23.68","24.00","23.21","42.24M","-1.92%"
"2017-8-9","23.96","22.92","24.19","22.78","66.27M","5.00%"
"2017-8-8","22.82","23.39","23.52","22.58","46.53M","-1.72%"
"2017-8-7","23.22","23.00","23.48","22.97","36.67M","1.09%"
"2017-8-4","22.97","24.66","24.79","22.71","68.50M","-5.94%"
"2017-8-3","24.42","24.41","24.87","24.10","52.20M","-1.89%"
"2017-8-2","24.89","24.70","25.46","24.15","94.45M","1.14%"
"2017-8-1","24.61","23.39","25.48","23.28","114.60M","5.62%"
"2017-7-31","23.30","23.01","23.36","22.24","81.79M","1.35%"
"2017-7-28","22.99","22.60","23.65","22.41","89.38M","1.59%"
"2017-7-27","22.63","22.70","22.96","22.01","74.14M","-1.74%"
"2017-7-26","23.03","21.80","23.20","21.41","99.42M","5.45%"
"2017-7-25","21.84","21.07","21.85","20.68","47.03M","3.65%"
"2017-7-24","21.07","21.86","21.86","20.70","53.05M","-3.70%"
"2017-7-21","21.88","21.80","22.15","21.45","55.06M","-0.50%"
"2017-7-20","21.99","21.45","22.88","21.45","89.93M","1.24%"
"2017-7-19","21.72","21.37","22.08","20.65","82.48M","2.84%"
"2017-7-18","21.12","20.20","21.23","20.11","56.50M","3.53%"
"2017-7-17","20.40","21.35","21.50","19.29","72.90M","-4.81%"
"2017-7-14","21.43","20.55","22.51","20.48","86.98M","3.23%"
"2017-7-13","20.76","21.50","21.50","20.55","64.88M","-4.11%"
"2017-7-12","21.65","21.05","21.65","20.73","84.59M","3.69%"
"2017-7-11","20.88","22.00","22.00","20.63","72.83M","-4.70%"
"2017-7-10","21.91","22.46","22.61","21.58","77.01M","-2.41%"
"2017-7-7","22.45","21.60","23.16","21.33","105.81M","3.31%"
"2017-7-6","21.73","19.60","21.75","19.55","115.40M","9.91%"
"2017-7-5","19.77","19.78","20.11","19.33","62.17M","-0.20%"
"2017-7-4","19.81","19.24","19.93","19.08","70.36M","2.96%"
"2017-7-3","19.24","18.15","19.48","18.06","70.61M","6.01%"
"2017-6-30","18.15","16.74","18.43","16.43","56.49M","8.36%"
"2017-6-29","16.75","16.93","17.00","16.68","14.46M","-1.06%"
"2017-6-28","16.93","16.86","17.23","16.76","12.34M","-0.18%"
"2017-6-27","16.96","17.26","17.27","16.92","14.15M","-1.74%"
"2017-6-26","17.26","17.07","17.31","16.80","22.12M","1.11%"
"2017-6-23","17.07","16.80","17.07","16.40","22.83M","1.43%"
"2017-6-22","16.83","17.25","17.69","16.81","35.70M","-3.16%"
"2017-6-21","17.38","17.39","17.73","17.25","27.21M","0.75%"
"2017-6-20","17.25","17.08","17.76","17.03","42.83M","2.74%"
"2017-6-19","16.79","16.64","16.95","16.50","22.43M","0.96%"
"2017-6-16","16.63","16.63","17.20","16.51","39.10M","0.00%"
"2017-6-15","16.63","16.50","16.75","16.36","26.81M","1.09%"
"2017-6-14","16.45","16.59","17.06","16.32","55.35M","-1.50%"
"2017-6-13","16.70","15.10","16.70","15.05","63.67M","10.01%"
"2017-6-12","15.18","15.20","15.44","15.12","11.42M","-0.78%"
"2017-6-9","15.30","14.95","15.30","14.85","13.88M","2.41%"
"2017-6-8","14.94","15.25","15.34","14.93","16.73M","0.00%"
"2017-6-7","14.94","14.45","14.99","14.41","15.98M","3.68%"
"2017-6-6","14.41","14.72","14.72","14.17","13.40M","-2.64%"
"2017-6-5","14.80","14.52","15.00","14.41","15.44M","1.51%"
"2017-6-2","14.58","14.59","14.72","13.72","18.49M","-0.14%"
"2017-6-1","14.60","15.48","15.73","14.55","14.27M","-6.41%"
"2017-5-31","15.60","15.94","15.98","15.55","8.43M","0.19%"
"2017-5-26","15.57","15.51","15.80","15.43","9.25M","0.39%"
"2017-5-25","15.51","15.66","15.73","15.10","10.83M","-1.02%"
"2017-5-24","15.67","15.32","15.70","14.89","12.58M","1.16%"
"2017-5-23","15.49","15.45","15.84","15.32","12.97M","-0.19%"
"2017-5-22","15.52","15.55","15.75","15.30","8.25M","-0.19%"
"2017-5-19","15.55","15.60","15.92","15.40","11.76M","-0.32%"
"2017-5-18","15.60","15.61","15.97","15.52","11.44M","-1.76%"
"2017-5-17","15.88","15.98","16.23","15.80","18.25M","-0.63%"
"2017-5-16","15.98","14.98","16.28","14.71","25.87M","6.82%"
"2017-5-15","14.96","15.10","15.24","14.87","8.91M","-1.58%"
"2017-5-12","15.20","15.13","15.28","14.56","15.76M","0.13%"
"2017-5-11","15.18","15.40","15.49","14.52","19.78M","-3.07%"
"2017-5-10","15.66","15.88","16.27","15.64","17.81M","-0.82%"
"2017-5-9","15.79","15.77","15.91","15.12","15.54M","-0.25%"
"2017-5-8","15.83","15.77","16.08","15.76","11.29M","-0.13%"
"2017-5-5","15.85","15.92","16.11","15.70","15.42M","-0.69%"
"2017-5-4","15.96","15.86","16.01","15.53","12.22M","0.50%"
"2017-5-3","15.88","15.90","16.22","15.70","12.04M","-0.69%"
"2017-5-2","15.99","15.88","16.26","15.79","13.12M","0.69%"
"2017-4-28","15.88","15.79","16.19","15.71","13.07M","-0.06%"
"2017-4-27","15.89","15.78","16.13","15.11","23.74M","0.00%"
"2017-4-26","15.89","15.39","15.97","15.39","17.57M","3.32%"
"2017-4-25","15.38","15.08","15.56","15.08","15.66M","0.59%"
"2017-4-24","15.29","17.04","17.04","15.29","27.24M","-10.01%"
"2017-4-21","16.99","17.07","17.45","16.94","14.60M","-0.41%"
"2017-4-20","17.06","17.18","17.37","16.83","16.06M","-1.22%"
"2017-4-19","17.27","16.64","17.28","16.54","19.87M","2.86%"
"2017-4-18","16.79","17.67","17.82","16.78","27.12M","-4.87%"
"2017-4-17","17.65","17.61","18.18","17.58","18.75M","-0.84%"
"2017-4-14","17.80","18.57","18.67","17.79","25.20M","-4.25%"
"2017-4-13","18.59","18.04","18.68","18.04","20.88M","1.97%"
"2017-4-12","18.23","18.44","18.97","18.19","23.83M","-2.77%"
"2017-4-11","18.75","18.64","19.21","17.57","45.32M","-0.16%"
"2017-4-10","18.78","19.11","19.52","18.66","35.97M","-2.74%"
"2017-4-7","19.31","19.46","19.83","19.24","37.37M","-1.43%"
"2017-4-6","19.59","19.13","19.93","18.69","55.39M","2.94%"
"2017-4-5","19.03","17.95","19.14","17.95","50.51M","6.31%"
"2017-3-31","17.90","17.48","18.23","17.34","36.07M","2.64%"
"2017-3-30","17.44","18.51","18.51","17.05","52.13M","-5.88%"
"2017-3-29","18.53","18.94","19.15","18.53","40.33M","-2.63%"
"2017-3-28","19.03","18.98","19.51","18.75","52.44M","-0.16%"
"2017-3-27","19.06","18.35","19.23","18.22","47.30M","3.93%"
"2017-3-24","18.34","18.25","18.68","18.18","26.07M","0.11%"
"2017-3-23","18.32","18.61","18.88","17.91","39.05M","-1.98%"
"2017-3-22","18.69","17.92","18.83","17.84","48.40M","3.55%"
"2017-3-21","18.05","18.09","18.10","17.74","22.00M","0.22%"
"2017-3-20","18.01","17.97","18.18","17.63","27.06M","0.56%"
"2017-3-17","17.91","18.53","18.89","17.89","41.41M","-2.82%"
"2017-3-16","18.43","18.25","18.48","18.19","28.94M","1.82%"
"2017-3-15","18.10","18.14","18.43","18.05","28.74M","-0.66%"
"2017-3-14","18.22","18.60","18.79","18.14","35.98M","-2.25%"
"2017-3-13","18.64","18.83","19.12","18.50","47.05M","-1.48%"
"2017-3-10","18.92","18.18","19.53","18.09","69.21M","3.73%"
"2017-3-9","18.24","17.83","18.30","17.68","44.51M","2.30%"
"2017-3-8","17.83","17.89","18.12","17.79","28.93M","0.00%"
"2017-3-7","17.83","17.90","18.44","17.79","40.31M","-0.94%"
"2017-3-6","18.00","17.99","18.78","17.70","64.17M","0.78%"
"2017-3-3","17.86","16.53","18.33","16.49","73.94M","6.88%"
"2017-3-2","16.71","16.16","17.02","16.00","47.91M","4.96%"
"2017-3-1","15.92","15.96","16.16","15.85","20.83M","-0.25%"
"2017-2-28","15.96","16.03","16.26","15.87","26.51M","2.05%"
"2017-2-27","15.64","16.02","16.13","15.56","18.99M","-1.51%"
"2017-2-24","15.88","15.92","16.18","15.81","24.04M","-0.25%"
"2017-2-23","15.92","15.58","16.08","15.46","33.21M","1.86%"
"2017-2-22","15.63","15.56","16.11","15.47","31.38M","0.00%"
"2017-2-21","15.63","15.30","15.75","15.12","28.79M","2.76%"
"2017-2-20","15.21","14.86","15.28","14.76","12.95M","2.36%"
"2017-2-17","14.86","15.09","15.19","14.78","12.07M","-1.46%"
"2017-2-16","15.08","14.86","15.31","14.85","13.24M","1.07%"
"2017-2-15","14.92","15.37","15.41","14.85","18.32M","-3.18%"
"2017-2-14","15.41","15.29","15.47","15.25","10.76M","0.65%"
"2017-2-13","15.31","15.25","15.48","15.23","11.60M","0.07%"
"2017-2-10","15.30","15.41","15.59","15.11","17.30M","-0.71%"
"2017-2-9","15.41","15.06","15.77","14.90","25.34M","2.32%"
"2017-2-8","15.06","14.73","15.28","14.58","19.68M","2.17%"
"2017-2-7","14.74","14.64","14.83","14.54","14.45M","0.55%"
"2017-2-6","14.66","14.38","14.73","14.38","10.30M","1.66%"
"2017-2-3","14.42","14.61","14.63","14.33","6.58M","-1.03%"
"2017-1-26","14.57","14.53","14.67","14.40","9.69M","1.18%"
"2017-1-25","14.40","14.44","14.51","14.33","7.02M","0.14%"
"2017-1-24","14.38","14.53","14.55","14.34","7.75M","-1.03%"
"2017-1-23","14.53","14.48","14.71","14.45","11.29M","0.55%"
"2017-1-20","14.45","14.25","14.61","14.11","14.09M","1.55%"
"2017-1-19","14.23","14.17","14.38","14.08","9.30M","0.07%"
"2017-1-18","14.22","14.45","14.52","14.22","12.51M","-2.13%"
"2017-1-17","14.53","14.03","14.62","13.91","18.99M","1.75%"
"2017-1-16","14.28","15.13","15.18","13.65","27.06M","-5.87%"
"2017-1-13","15.17","15.53","15.77","15.16","25.89M","-1.88%"
"2017-1-12","15.46","15.27","15.61","15.22","23.04M","1.18%"
"2017-1-11","15.28","15.20","15.47","15.09","17.52M","0.53%"
"2017-1-10","15.20","15.09","15.52","15.09","17.42M","0.07%"
"2017-1-9","15.19","15.28","15.68","14.94","30.87M","2.22%"
"2017-1-6","14.86","15.08","15.23","14.83","17.64M","-1.78%"
"2017-1-5","15.13","15.43","15.43","15.11","21.78M","-2.26%"
"2017-1-4","15.48","14.54","15.78","14.43","41.22M","6.76%"
"2017-1-3","14.50","14.66","14.73","14.41","14.50M","-0.89%"
"2016-12-30","14.63","14.68","14.77","14.36","12.62M","-0.34%"
"2016-12-29","14.68","14.72","14.97","14.56","11.39M","0.20%"
"2016-12-28","14.65","14.76","14.96","14.65","12.24M","-0.95%"
"2016-12-27","14.79","15.03","15.03","14.63","17.28M","-1.73%"
"2016-12-26","15.05","14.05","15.33","13.97","26.40M","7.73%"
"2016-12-23","13.97","14.33","14.41","13.95","9.67M","-2.65%"
"2016-12-22","14.35","14.52","14.52","14.21","8.36M","-1.17%"
"2016-12-21","14.52","14.57","14.61","14.34","9.56M","0.28%"
"2016-12-20","14.48","14.20","14.61","14.13","15.31M","1.97%"
"2016-12-19","14.20","14.53","14.63","14.17","9.67M","-1.80%"
"2016-12-16","14.46","14.36","14.80","14.28","14.40M","0.56%"
"2016-12-15","14.38","14.01","14.38","13.91","18.01M","3.01%"
"2016-12-14","13.96","14.47","14.53","13.83","15.91M","-3.12%"
"2016-12-13","14.41","14.47","14.91","14.36","18.05M","-2.70%"
"2016-12-12","14.81","16.05","16.05","14.53","19.35M","-7.84%"
"2016-12-9","16.07","16.28","16.33","16.04","13.48M","-0.74%"
"2016-12-8","16.19","16.18","16.37","15.99","14.36M","0.68%"
"2016-12-7","16.08","15.97","16.14","15.96","7.70M","-0.06%"
"2016-12-6","16.09","15.78","16.24","15.65","16.05M","1.96%"
"2016-12-5","15.78","15.52","16.11","15.44","15.81M","1.22%"
"2016-12-2","15.59","16.19","16.36","15.48","20.88M","-4.06%"
"2016-12-1","16.25","16.53","16.55","16.22","11.00M","-1.10%"
"2016-11-30","16.43","16.34","16.66","16.30","12.91M","0.55%"
